<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ICE.BRN,D,20150208,000000,57.9300000,59.0600000,57.9000000,58.6000000,1010
ICE.BRN,D,20150209,000000,58.5600000,60.5900000,57.9800000,58.8300000,105882
ICE.BRN,D,20150210,000000,58.8700000,59.6200000,57.1900000,57.9700000,132258
ICE.BRN,D,20150211,000000,58.1500000,58.1500000,55.1600000,56.3000000,185626
ICE.BRN,D,20150212,000000,56.3300000,59.9100000,56.0700000,59.2400000,216467
ICE.BRN,D,20150213,000000,59.2700000,61.7700000,59.0800000,61.4100000,185575
ICE.BRN,D,20150215,000000,61.4900000,62.3200000,61.4900000,62.0300000,698
ICE.BRN,D,20150216,000000,62.0300000,62.5700000,60.7100000,61.6000000,70978
ICE.BRN,D,20150217,000000,61.6800000,63.0000000,60.2700000,62.2900000,167588
ICE.BRN,D,20150218,000000,62.3000000,62.4600000,59.2500000,59.4600000,139605
ICE.BRN,D,20150219,000000,59.5400000,60.9900000,57.8000000,60.2100000,188491
ICE.BRN,D,20150220,000000,60.2000000,61.1500000,59.8200000,60.1000000,113940
ICE.BRN,D,20150222,000000,60.0400000,60.0400000,59.7400000,59.8900000,352
ICE.BRN,D,20150223,000000,59.9100000,60.6700000,58.3700000,59.0000000,192314
ICE.BRN,D,20150224,000000,59.0900000,60.2900000,58.1000000,58.7500000,163766
ICE.BRN,D,20150225,000000,58.7500000,62.2000000,58.4100000,61.9100000,169462
ICE.BRN,D,20150226,000000,61.8500000,62.6300000,59.6600000,60.5200000,188749
ICE.BRN,D,20150227,000000,60.7500000,62.8300000,60.5100000,62.4800000,150323
ICE.BRN,D,20150301,000000,62.8300000,62.9500000,62.5400000,62.8900000,41
ICE.BRN,D,20150302,000000,62.8300000,62.9600000,60.0400000,60.6700000,45516
ICE.BRN,D,20150303,000000,60.6400000,62.5200000,60.4700000,61.7500000,46776
ICE.BRN,D,20150304,000000,61.5400000,61.6900000,60.2400000,61.1200000,34378
ICE.BRN,D,20150305,000000,61.1900000,62.1000000,60.5800000,61.1300000,36029
ICE.BRN,D,20150306,000000,61.1900000,61.7500000,59.6700000,60.2600000,44012
ICE.BRN,D,20150308,000000,60.0500000,60.1300000,59.6800000,59.7500000,153
ICE.BRN,D,20150309,000000,59.7600000,60.5000000,58.9500000,59.1100000,58942
ICE.BRN,D,20150310,000000,58.9500000,59.2600000,56.6200000,56.9100000,79311
ICE.BRN,D,20150311,000000,56.9300000,58.2500000,56.3500000,58.2200000,93513
ICE.BRN,D,20150312,000000,58.2300000,59.1500000,56.7500000,57.1800000,109389
ICE.BRN,D,20150313,000000,57.2500000,57.6000000,54.7500000,54.8900000,124306
ICE.BRN,D,20150315,000000,54.6600000,54.8400000,53.6400000,53.9900000,1461
ICE.BRN,D,20150316,000000,53.9900000,55.0100000,52.6500000,54.1500000,158183
ICE.BRN,D,20150317,000000,54.1000000,54.3800000,52.5700000,53.3000000,132840
ICE.BRN,D,20150318,000000,53.2800000,56.8400000,52.6800000,56.2700000,185587
ICE.BRN,D,20150319,000000,56.1800000,56.2000000,53.9100000,54.4600000,139341
ICE.BRN,D,20150320,000000,54.4600000,55.6700000,53.5500000,55.2200000,125736
ICE.BRN,D,20150322,000000,55.2400000,55.2900000,54.6500000,54.7000000,187
ICE.BRN,D,20150323,000000,54.7200000,56.1900000,54.1200000,55.8900000,148694
ICE.BRN,D,20150324,000000,55.8300000,56.7900000,54.8500000,55.3100000,160607
ICE.BRN,D,20150325,000000,55.0900000,57.1700000,54.7000000,56.3800000,163845
ICE.BRN,D,20150326,000000,56.3500000,59.7800000,56.3000000,58.8600000,207161
ICE.BRN,D,20150327,000000,58.9700000,59.0400000,55.9500000,56.1200000,138166
ICE.BRN,D,20150329,000000,55.9600000,56.2200000,55.5700000,55.9400000,750
ICE.BRN,D,20150330,000000,55.9400000,56.6500000,55.2000000,56.5600000,134865
ICE.BRN,D,20150331,000000,56.3100000,56.3300000,54.7200000,55.1000000,190662
ICE.BRN,D,20150401,000000,55.1700000,57.6900000,54.7000000,56.6700000,164197
ICE.BRN,D,20150402,000000,56.7200000,58.3200000,55.1200000,56.2300000,72594
ICE.BRN,D,20150405,000000,56.2100000,56.7100000,56.2100000,56.4700000,86
ICE.BRN,D,20150406,000000,56.4800000,59.4300000,55.6900000,59.0100000,48096
ICE.BRN,D,20150407,000000,59.3000000,60.3200000,58.1700000,59.6600000,90644
ICE.BRN,D,20150408,000000,59.3500000,59.7500000,56.6100000,57.2900000,81979
ICE.BRN,D,20150409,000000,57.3000000,59.1600000,57.1000000,57.9200000,90784
ICE.BRN,D,20150410,000000,57.8800000,59.1800000,57.3300000,59.1000000,94513
ICE.BRN,D,20150412,000000,59.0800000,59.0800000,58.8700000,58.8900000,42
ICE.BRN,D,20150413,000000,58.9200000,60.5900000,58.5600000,59.0500000,127394
ICE.BRN,D,20150414,000000,59.1400000,60.4400000,58.9500000,60.1700000,136977
ICE.BRN,D,20150415,000000,60.0600000,63.4700000,60.0300000,62.7100000,190261
ICE.BRN,D,20150416,000000,62.9000000,64.9500000,62.0000000,63.9400000,179529
ICE.BRN,D,20150417,000000,64.0200000,64.5000000,62.9500000,63.7200000,138694
ICE.BRN,D,20150419,000000,63.8500000,64.0000000,63.7400000,64.0000000,353
ICE.BRN,D,20150420,000000,64.0000000,64.4000000,62.1000000,63.4800000,166844
ICE.BRN,D,20150421,000000,63.5200000,63.5200000,61.6500000,61.7800000,121388
ICE.BRN,D,20150422,000000,61.9000000,63.3300000,61.3900000,62.8500000,138161
ICE.BRN,D,20150423,000000,62.8800000,65.5800000,62.2200000,64.7500000,188240
ICE.BRN,D,20150424,000000,64.7500000,65.8000000,64.4800000,65.4900000,132798
ICE.BRN,D,20150426,000000,65.4700000,65.4900000,65.3400000,65.4400000,136
ICE.BRN,D,20150427,000000,65.4600000,65.6100000,64.4000000,64.6500000,102984
ICE.BRN,D,20150428,000000,64.7400000,65.4900000,63.9000000,64.5700000,124081
ICE.BRN,D,20150429,000000,64.6400000,66.7200000,64.1300000,65.6000000,160228
ICE.BRN,D,20150430,000000,65.6300000,66.9300000,65.3700000,66.8000000,142079
ICE.BRN,D,20150501,000000,66.7800000,66.9300000,65.5200000,66.5100000,90243
ICE.BRN,D,20150503,000000,67.2400000,67.3600000,67.2400000,67.3300000,4
ICE.BRN,D,20150504,000000,67.1300000,67.8500000,66.7300000,67.1100000,18996
ICE.BRN,D,20150505,000000,67.2000000,69.1300000,66.9100000,68.3400000,46309
ICE.BRN,D,20150506,000000,68.4300000,69.6300000,67.3500000,67.4500000,160709
ICE.BRN,D,20150507,000000,67.3700000,69.1700000,65.8800000,66.3200000,63528
ICE.BRN,D,20150508,000000,66.1600000,66.4400000,64.2300000,65.5900000,168381
ICE.BRN,D,20150510,000000,66.1500000,66.2100000,66.1300000,66.1300000,17
ICE.BRN,D,20150511,000000,66.0900000,66.5300000,65.0100000,65.5100000,74703
ICE.BRN,D,20150512,000000,65.5000000,67.9500000,65.4000000,67.8200000,123281
ICE.BRN,D,20150513,000000,67.8300000,68.5200000,66.8700000,67.0400000,148770
ICE.BRN,D,20150514,000000,66.9700000,67.8200000,66.2600000,66.6500000,151194
ICE.BRN,D,20150515,000000,66.7500000,67.0000000,65.3700000,66.8600000,151347
ICE.BRN,D,20150517,000000,66.9100000,67.0000000,66.9100000,66.9100000,35
ICE.BRN,D,20150518,000000,66.9100000,67.8800000,65.9200000,66.3000000,136598
ICE.BRN,D,20150519,000000,66.1900000,66.3900000,63.9500000,64.4500000,162704
ICE.BRN,D,20150520,000000,64.4900000,65.1800000,64.1000000,64.9600000,149310
ICE.BRN,D,20150521,000000,64.8900000,66.8800000,64.8300000,66.4800000,159989
ICE.BRN,D,20150522,000000,66.6000000,66.6400000,65.1000000,65.5700000,120952
ICE.BRN,D,20150524,000000,65.5600000,65.6000000,65.4300000,65.4900000,60
ICE.BRN,D,20150525,000000,65.5500000,66.2200000,64.7200000,65.9000000,30299
ICE.BRN,D,20150526,000000,65.7000000,65.7000000,63.2900000,63.8900000,172510
ICE.BRN,D,20150527,000000,63.8900000,64.6700000,61.9600000,62.2500000,155707
ICE.BRN,D,20150528,000000,62.2000000,62.9500000,61.2400000,62.8500000,154512
ICE.BRN,D,20150529,000000,62.8900000,65.8300000,62.6800000,65.4500000,233363
ICE.BRN,D,20150531,000000,65.5600000,65.6000000,65.1100000,65.1900000,260
ICE.BRN,D,20150601,000000,65.2400000,65.8000000,64.2500000,64.9800000,123348
ICE.BRN,D,20150602,000000,64.9000000,66.5000000,64.7100000,66.1000000,57554
ICE.BRN,D,20150603,000000,66.1100000,66.1200000,64.2600000,64.4600000,52321
ICE.BRN,D,20150604,000000,64.5600000,64.7400000,62.4800000,62.8100000,49409
ICE.BRN,D,20150605,000000,62.7800000,64.1200000,61.6700000,63.9200000,67652
ICE.BRN,D,20150607,000000,63.5600000,63.8400000,63.5600000,63.6900000,121
ICE.BRN,D,20150608,000000,63.6600000,64.0400000,63.0400000,63.1900000,50019
ICE.BRN,D,20150609,000000,63.3200000,65.7900000,63.3000000,65.7200000,86191
ICE.BRN,D,20150610,000000,65.8000000,66.9400000,65.4400000,66.0900000,85495
ICE.BRN,D,20150611,000000,66.1100000,66.7100000,65.2000000,65.4700000,94768
ICE.BRN,D,20150612,000000,65.5000000,65.6300000,64.5200000,64.5200000,111160
ICE.BRN,D,20150614,000000,64.3700000,64.4400000,64.1500000,64.1500000,590
ICE.BRN,D,20150615,000000,64.1500000,64.7600000,63.3700000,63.9400000,182335
ICE.BRN,D,20150616,000000,63.8000000,64.4100000,63.4200000,63.6700000,159921
ICE.BRN,D,20150617,000000,63.6000000,65.4700000,62.6000000,63.7000000,214198
ICE.BRN,D,20150618,000000,63.7400000,64.9600000,63.4500000,64.3400000,130746
ICE.BRN,D,20150619,000000,64.2000000,64.5600000,62.3400000,62.7500000,141260
ICE.BRN,D,20150621,000000,62.5700000,62.8600000,62.5400000,62.7100000,269
ICE.BRN,D,20150622,000000,62.6900000,63.7400000,62.1000000,63.2500000,127078
ICE.BRN,D,20150623,000000,63.2100000,64.8900000,62.7600000,64.5300000,187042
ICE.BRN,D,20150624,000000,64.6900000,65.0500000,63.0100000,63.5800000,165352
ICE.BRN,D,20150625,000000,63.5000000,63.9500000,62.7200000,63.4300000,114915
ICE.BRN,D,20150626,000000,63.3400000,63.6200000,62.5000000,63.0500000,121564
ICE.BRN,D,20150628,000000,62.8500000,62.8800000,62.4000000,62.5600000,1973
ICE.BRN,D,20150629,000000,62.5500000,62.9600000,61.3500000,61.9900000,180685
ICE.BRN,D,20150630,000000,61.7700000,63.8300000,61.7100000,63.1400000,137841
ICE.BRN,D,20150701,000000,63.0200000,63.3500000,61.8400000,62.0200000,143874
ICE.BRN,D,20150702,000000,61.9200000,63.6400000,61.9200000,62.2900000,52715
ICE.BRN,D,20150703,000000,62.2800000,62.5600000,60.6300000,61.0900000,28778
ICE.BRN,D,20150705,000000,60.4500000,60.5400000,59.8800000,60.2900000,339
ICE.BRN,D,20150706,000000,60.1500000,60.4600000,56.8700000,57.1400000,83385
ICE.BRN,D,20150707,000000,57.3000000,58.3100000,55.6000000,58.0000000,106823
ICE.BRN,D,20150708,000000,57.7500000,58.1500000,56.3500000,57.6300000,90353
ICE.BRN,D,20150709,000000,57.5200000,59.5000000,57.3100000,58.7300000,95810
ICE.BRN,D,20150710,000000,58.8700000,59.9000000,58.1500000,58.8900000,73680
ICE.BRN,D,20150712,000000,58.5900000,58.5900000,58.1000000,58.1900000,952
ICE.BRN,D,20150713,000000,58.1600000,59.1400000,57.1600000,58.1400000,135767
ICE.BRN,D,20150714,000000,58.0500000,58.9800000,56.7500000,58.9400000,153200
ICE.BRN,D,20150715,000000,58.8000000,58.9800000,56.9200000,57.3700000,148113
ICE.BRN,D,20150716,000000,57.3600000,58.0000000,56.8600000,56.9500000,160155
ICE.BRN,D,20150717,000000,56.9400000,57.3500000,56.4000000,57.0100000,118060
ICE.BRN,D,20150719,000000,57.1200000,57.2700000,56.9700000,57.1600000,170
ICE.BRN,D,20150720,000000,57.1400000,57.4400000,56.3300000,56.5400000,98584
ICE.BRN,D,20150721,000000,56.5500000,57.4400000,56.3300000,56.9800000,111671
ICE.BRN,D,20150722,000000,56.8800000,56.9000000,55.9200000,56.0900000,151204
ICE.BRN,D,20150723,000000,56.0400000,56.5300000,55.1000000,55.4100000,124575
ICE.BRN,D,20150724,000000,55.3900000,55.6000000,54.3000000,54.5600000,112078
ICE.BRN,D,20150726,000000,54.4500000,54.6900000,54.4500000,54.6200000,99
ICE.BRN,D,20150727,000000,54.6100000,54.8900000,52.8300000,52.9600000,121382
ICE.BRN,D,20150728,000000,53.0800000,54.0800000,52.2800000,52.9800000,187790
ICE.BRN,D,20150729,000000,53.0000000,54.3300000,52.5100000,53.5500000,188678
ICE.BRN,D,20150730,000000,53.5200000,54.3800000,53.0200000,53.3800000,123520
ICE.BRN,D,20150731,000000,53.4300000,53.4700000,51.6300000,51.8500000,126332
ICE.BRN,D,20150802,000000,51.5500000,51.9300000,51.5000000,51.7000000,446
ICE.BRN,D,20150803,000000,51.7400000,52.0100000,49.3600000,49.5900000,183300
ICE.BRN,D,20150804,000000,49.7000000,50.4500000,49.5800000,50.2800000,129984
ICE.BRN,D,20150805,000000,50.1400000,50.9900000,49.0200000,49.7200000,181731
ICE.BRN,D,20150806,000000,49.7200000,49.8300000,48.8800000,49.5900000,150454
ICE.BRN,D,20150807,000000,49.6200000,50.0600000,48.4200000,48.4900000,117621
ICE.BRN,D,20150809,000000,48.4300000,48.4500000,48.2600000,48.4200000,502
ICE.BRN,D,20150810,000000,48.4200000,50.4900000,48.2400000,50.3000000,143006
ICE.BRN,D,20150811,000000,50.2200000,51.6900000,49.1800000,49.8700000,114102
ICE.BRN,D,20150812,000000,49.9000000,50.5300000,49.2800000,50.2100000,167527
ICE.BRN,D,20150813,000000,50.3800000,50.8300000,49.2500000,49.6500000,169793
ICE.BRN,D,20150814,000000,49.4800000,49.8300000,48.6500000,48.7700000,172496
ICE.BRN,D,20150816,000000,48.7200000,48.8100000,48.6000000,48.6200000,312
ICE.BRN,D,20150817,000000,48.6400000,49.4400000,48.3500000,48.5700000,135366
ICE.BRN,D,20150818,000000,48.5500000,49.0400000,48.2500000,48.6500000,119917
ICE.BRN,D,20150819,000000,48.5000000,49.1100000,46.7800000,46.8800000,170610
ICE.BRN,D,20150820,000000,47.0300000,47.3800000,46.0300000,46.2500000,140080
ICE.BRN,D,20150821,000000,46.3400000,46.5100000,45.0700000,45.4300000,165580
ICE.BRN,D,20150823,000000,45.3500000,45.4600000,45.2400000,45.4200000,286
ICE.BRN,D,20150824,000000,45.3600000,45.3600000,42.2300000,42.4500000,235405
ICE.BRN,D,20150825,000000,42.7900000,44.5000000,42.6800000,43.5000000,198068
ICE.BRN,D,20150826,000000,43.3200000,43.7600000,42.8100000,43.6400000,200254
ICE.BRN,D,20150827,000000,43.7500000,47.7500000,43.7000000,47.4000000,252451
ICE.BRN,D,20150828,000000,47.4000000,50.9800000,46.6100000,49.9300000,415577
ICE.BRN,D,20150830,000000,50.0500000,50.0500000,49.3000000,49.4500000,708
ICE.BRN,D,20150831,000000,49.4100000,54.3200000,48.2500000,53.1200000,343183
ICE.BRN,D,20150901,000000,52.9200000,53.4700000,48.4700000,48.6400000,338156
ICE.BRN,D,20150902,000000,48.5900000,51.0000000,47.7400000,50.4700000,262301
ICE.BRN,D,20150903,000000,50.5800000,52.4600000,49.8200000,50.6000000,230840
ICE.BRN,D,20150904,000000,50.6900000,51.0500000,49.2500000,49.2900000,161860
ICE.BRN,D,20150906,000000,49.2700000,49.4400000,49.2100000,49.3500000,103
ICE.BRN,D,20150907,000000,49.3100000,49.4400000,47.5000000,47.7600000,59638
ICE.BRN,D,20150908,000000,47.7600000,49.8500000,47.6400000,49.3100000,177114
ICE.BRN,D,20150909,000000,49.3900000,50.0400000,47.3200000,47.4400000,128120
ICE.BRN,D,20150910,000000,47.4600000,49.9000000,46.7600000,49.7200000,76937
ICE.BRN,D,20150911,000000,49.6000000,49.9400000,48.1100000,49.0800000,128409
ICE.BRN,D,20150913,000000,49.0000000,49.2500000,48.9800000,49.1300000,73
ICE.BRN,D,20150914,000000,49.2000000,49.2000000,47.2500000,47.4100000,114876
ICE.BRN,D,20150915,000000,47.6000000,48.2500000,47.0100000,48.1200000,133241
ICE.BRN,D,20150916,000000,48.0600000,50.3400000,47.7100000,49.9800000,191536
ICE.BRN,D,20150917,000000,49.9800000,50.1400000,48.3200000,49.3500000,181765
ICE.BRN,D,20150918,000000,49.2600000,49.7500000,47.1600000,47.7800000,165125
ICE.BRN,D,20150920,000000,47.6400000,47.7700000,47.5500000,47.5700000,116
ICE.BRN,D,20150921,000000,47.5800000,48.9900000,47.4800000,48.7300000,122688
ICE.BRN,D,20150922,000000,48.5000000,49.2100000,47.7000000,49.2000000,137669
ICE.BRN,D,20150923,000000,49.0800000,50.2500000,47.6800000,47.8000000,180587
ICE.BRN,D,20150924,000000,47.8800000,48.4700000,47.4000000,48.3300000,127434
ICE.BRN,D,20150925,000000,48.1700000,49.1000000,47.8600000,48.3400000,145183
ICE.BRN,D,20150927,000000,48.3400000,48.4400000,48.3200000,48.3900000,78
ICE.BRN,D,20150928,000000,48.3500000,48.4100000,47.2500000,47.4000000,147998
ICE.BRN,D,20150929,000000,47.4500000,48.6500000,47.2500000,47.9400000,133424
ICE.BRN,D,20150930,000000,47.9700000,49.0000000,47.7900000,48.4400000,155963
ICE.BRN,D,20151001,000000,48.4000000,49.8300000,47.6200000,48.0600000,203872
ICE.BRN,D,20151002,000000,47.9900000,48.5000000,46.9300000,48.2200000,168210
ICE.BRN,D,20151004,000000,48.0800000,48.3000000,47.8400000,47.8800000,329
ICE.BRN,D,20151005,000000,47.8500000,49.8700000,47.8500000,49.2200000,122472
ICE.BRN,D,20151006,000000,49.3700000,52.2600000,48.8700000,52.1500000,188969
ICE.BRN,D,20151007,000000,52.1500000,53.1500000,51.2100000,51.7500000,133502
ICE.BRN,D,20151008,000000,51.7600000,53.5200000,51.2800000,53.3000000,116912
ICE.BRN,D,20151009,000000,53.3500000,54.0500000,52.2100000,52.4300000,111431
ICE.BRN,D,20151011,000000,52.5900000,52.8500000,52.5400000,52.8100000,57
ICE.BRN,D,20151012,000000,52.8400000,53.6200000,50.1600000,50.6300000,113516
ICE.BRN,D,20151013,000000,50.7500000,51.1400000,49.3400000,49.6600000,155811
ICE.BRN,D,20151014,000000,49.4000000,50.0200000,49.2100000,49.5800000,137821
ICE.BRN,D,20151015,000000,49.6000000,50.3500000,48.7000000,50.3300000,196420
ICE.BRN,D,20151016,000000,50.2100000,50.7000000,49.3100000,50.5000000,117065
ICE.BRN,D,20151018,000000,50.3800000,50.6800000,50.3800000,50.6200000,183
ICE.BRN,D,20151019,000000,50.6800000,50.6800000,48.5700000,48.9100000,148134
ICE.BRN,D,20151020,000000,48.8300000,49.2000000,48.2200000,48.5600000,133175
ICE.BRN,D,20151021,000000,48.5800000,48.6500000,47.5000000,47.8900000,157590
ICE.BRN,D,20151022,000000,47.9600000,48.7300000,47.6500000,48.2200000,121196
ICE.BRN,D,20151023,000000,48.3200000,48.6500000,47.4500000,48.0800000,130286
ICE.BRN,D,20151025,000000,48.0000000,48.0200000,47.9000000,47.9700000,177
ICE.BRN,D,20151026,000000,47.9600000,48.3300000,47.3000000,47.4600000,111572
ICE.BRN,D,20151027,000000,47.4300000,47.5700000,46.4100000,47.0300000,142338
ICE.BRN,D,20151028,000000,46.9100000,49.2300000,46.6100000,49.1200000,167425
ICE.BRN,D,20151029,000000,49.1500000,49.3800000,48.1700000,48.6100000,146932
ICE.BRN,D,20151030,000000,48.6600000,50.0000000,48.2800000,49.5000000,144156
ICE.BRN,D,20151101,000000,49.4200000,49.5000000,49.3700000,49.3900000,249
ICE.BRN,D,20151102,000000,49.3900000,49.6900000,48.6100000,48.7700000,106228
ICE.BRN,D,20151103,000000,48.9000000,50.9100000,48.4600000,50.2500000,185989
ICE.BRN,D,20151104,000000,50.2500000,50.8700000,48.4900000,48.9200000,195640
ICE.BRN,D,20151105,000000,48.8400000,49.0000000,47.9300000,48.1200000,106947
ICE.BRN,D,20151106,000000,48.0500000,48.5800000,47.2700000,47.6600000,100089
ICE.BRN,D,20151108,000000,47.4600000,47.6300000,47.4200000,47.4800000,210
ICE.BRN,D,20151109,000000,47.4800000,48.4100000,47.0100000,47.3000000,113105
ICE.BRN,D,20151110,000000,47.3200000,47.8600000,46.9600000,47.0500000,98189
ICE.BRN,D,20151111,000000,47.0800000,48.3700000,46.4200000,46.5900000,128222
ICE.BRN,D,20151112,000000,46.7400000,47.0700000,45.0000000,45.2000000,204889
ICE.BRN,D,20151113,000000,45.1600000,45.9500000,44.1600000,44.6000000,200301
ICE.BRN,D,20151115,000000,44.7000000,44.7000000,44.3900000,44.6100000,579
ICE.BRN,D,20151116,000000,44.6000000,45.1800000,43.1600000,44.8600000,187757
ICE.BRN,D,20151117,000000,44.7000000,45.1000000,43.5000000,43.9900000,152560
ICE.BRN,D,20151118,000000,43.9700000,44.7400000,43.3400000,44.2700000,167112
ICE.BRN,D,20151119,000000,44.3000000,44.7600000,43.7000000,44.2600000,115790
ICE.BRN,D,20151120,000000,44.2900000,45.5000000,44.0700000,44.4800000,161008
ICE.BRN,D,20151122,000000,44.3600000,44.5200000,44.2900000,44.4200000,201
ICE.BRN,D,20151123,000000,44.4400000,45.7300000,43.5700000,45.1100000,212833
ICE.BRN,D,20151124,000000,45.1100000,46.5000000,44.9200000,45.9100000,168879
ICE.BRN,D,20151125,000000,46.0400000,46.5000000,45.0300000,46.2800000,139556
ICE.BRN,D,20151126,000000,46.2300000,46.3200000,45.0000000,45.6200000,69638
ICE.BRN,D,20151127,000000,45.5700000,45.6300000,44.7900000,44.8700000,106395
ICE.BRN,D,20151129,000000,44.8600000,44.9500000,44.7900000,44.8100000,356
ICE.BRN,D,20151130,000000,44.8000000,45.7500000,44.4400000,44.5000000,167617
ICE.BRN,D,20151201,000000,44.6200000,45.1800000,44.0300000,44.2800000,139160
ICE.BRN,D,20151202,000000,44.3200000,44.6400000,42.4300000,42.6800000,228353
ICE.BRN,D,20151203,000000,42.7700000,44.6900000,42.6100000,44.0600000,166712
ICE.BRN,D,20151204,000000,43.9800000,44.8200000,42.6700000,43.2200000,199656
ICE.BRN,D,20151206,000000,42.7600000,42.9300000,42.7500000,42.9100000,211
ICE.BRN,D,20151207,000000,42.9000000,43.0000000,40.6000000,40.6600000,173323
ICE.BRN,D,20151208,000000,40.8200000,41.4500000,39.8100000,40.4600000,209238
ICE.BRN,D,20151209,000000,40.6300000,41.5900000,39.5700000,40.3300000,194350
ICE.BRN,D,20151210,000000,40.4300000,40.7000000,39.4600000,39.5500000,122954
ICE.BRN,D,20151211,000000,39.5700000,40.1300000,37.7300000,38.2700000,172687
ICE.BRN,D,20151213,000000,38.3900000,38.3900000,38.1200000,38.2700000,163
ICE.BRN,D,20151214,000000,38.2600000,38.6800000,36.7500000,37.9900000,213815
ICE.BRN,D,20151215,000000,38.1000000,39.6900000,37.8100000,38.4500000,227063
ICE.BRN,D,20151216,000000,38.4500000,38.7400000,37.1700000,37.5700000,196582
ICE.BRN,D,20151217,000000,37.6000000,37.9300000,36.7500000,36.9500000,151892
ICE.BRN,D,20151218,000000,36.8100000,37.7300000,36.4100000,36.5500000,181428
ICE.BRN,D,20151220,000000,36.5500000,36.7500000,36.3200000,36.4500000,940
ICE.BRN,D,20151221,000000,36.4600000,36.7500000,36.0400000,36.2300000,114135
ICE.BRN,D,20151222,000000,36.3600000,36.7200000,35.9800000,36.3800000,127226
ICE.BRN,D,20151223,000000,36.3700000,37.8800000,36.2800000,37.7900000,147350
ICE.BRN,D,20151224,000000,37.7700000,38.1000000,36.9100000,37.9300000,92540
ICE.BRN,D,20151227,000000,37.8400000,37.9500000,37.7500000,37.7600000,713
ICE.BRN,D,20151228,000000,37.7600000,37.8500000,36.4100000,36.6000000,71102
ICE.BRN,D,20151229,000000,36.5900000,37.9800000,36.5600000,37.3900000,100631
ICE.BRN,D,20151230,000000,37.2900000,37.5500000,36.3500000,36.6800000,91286
ICE.BRN,D,20151231,000000,36.5700000,37.9500000,36.1000000,37.6000000,113998
ICE.BRN,D,20160103,000000,37.8500000,38.4600000,37.7800000,38.3400000,3248
ICE.BRN,D,20160104,000000,38.3300000,38.9900000,36.7700000,37.3300000,177195
ICE.BRN,D,20160105,000000,37.2700000,37.5700000,36.2400000,36.5900000,164413
ICE.BRN,D,20160106,000000,36.6400000,36.6700000,34.1300000,34.3800000,221868
ICE.BRN,D,20160107,000000,34.5200000,34.7400000,32.1600000,33.7700000,180185
ICE.BRN,D,20160108,000000,34.0200000,34.7200000,32.7800000,33.2600000,141595
ICE.BRN,D,20160110,000000,33.3400000,33.3600000,32.9100000,32.9900000,381
ICE.BRN,D,20160111,000000,32.9500000,33.7300000,31.5200000,31.6000000,155020
ICE.BRN,D,20160112,000000,31.7700000,32.6900000,30.5000000,30.8300000,202482
ICE.BRN,D,20160113,000000,31.2500000,31.8300000,29.9400000,30.2400000,250587
ICE.BRN,D,20160114,000000,30.2300000,31.1900000,29.7000000,31.1000000,219498
ICE.BRN,D,20160115,000000,31.0000000,31.0200000,28.8200000,29.1100000,223796
ICE.BRN,D,20160117,000000,28.7300000,28.8000000,27.6700000,28.1300000,3629
ICE.BRN,D,20160118,000000,28.1500000,29.5700000,27.9900000,28.7400000,126746
ICE.BRN,D,20160119,000000,28.7000000,30.2400000,28.6000000,28.7300000,202176
ICE.BRN,D,20160120,000000,28.6600000,28.7500000,27.1000000,27.7900000,203548
ICE.BRN,D,20160121,000000,27.9900000,29.8400000,27.2900000,29.7200000,273127
ICE.BRN,D,20160122,000000,29.6200000,32.3000000,29.2900000,32.0800000,240280
ICE.BRN,D,20160125,000000,32.6900000,32.8100000,30.0000000,30.0900000,160814
ICE.BRN,D,20160126,000000,30.0100000,32.7200000,29.2700000,31.0900000,213503
ICE.BRN,D,20160127,000000,31.2000000,33.4900000,30.8400000,33.0100000,175106
ICE.BRN,D,20160128,000000,32.8400000,35.8400000,32.5600000,34.5500000,114751
ICE.BRN,D,20160129,000000,34.0000000,36.1700000,34.0000000,35.8700000,297335
ICE.BRN,D,20160131,000000,35.9100000,36.2500000,35.6600000,35.9100000,1337
ICE.BRN,D,20160201,000000,35.9200000,36.0500000,33.9200000,34.1300000,256570
ICE.BRN,D,20160202,000000,34.1200000,34.1300000,32.2300000,32.5700000,253895
